"news_native_id"	"news_collected_time"	"news_title"	"news_doc"
"32624"	"2015-03-11"	"Hillary Clinton's Email Problem Is Unsolvable"	"Tuesday afternoon, the first act of ""Hillary Clinton Email Dämmerung"" concluded, with the former secretary of state providing an eager mass of reporters with a brief press conference, in which she ""Addressed The Controversy For The First Time"" and, as you ..."
"32628"	"2015-03-11"	"Hillary Clinton said second account for State Dept. e-mail would have been better (+video)"	"On Tuesday, Hillary Clinton finally spoke about the email matter during her stint as Secretary of State with the media after a speech at the United Nations. By Jonathan Allen, Reuters March 10, 2015. About video ads. Hillary Clinton Attempts To Quiet Storm ..."
"32635"	"2015-03-11"	"HUFPPOLLSTER: Clinton Email Controversy Spurs Negative Facebook Chatter"	"NEW YORK - MARCH 10: Former U.S. Secretary of State Hillary Clinton speaks to the media after keynoting a Women's Empowerment Event at the United Nations March 10, 2015 in New York City. Clinton answered questions about recent allegations of an ..."
"32643"	"2015-03-11"	"Hillary Clinton Defends E-mail Practices, and Draws a Line"	"The former secretary of state says she permanently deleted many of her own personal e-mail messages from the private server. Jennifer Epstein t @jeneps. Hillary Clinton offered detailed explanations Tuesday for the way she used a private e-mail account ..."
"32683"	"2015-03-11"	"Associated Press sues State Dept over Clinton emails"	"The Associated Press said Wednesday it has sued the State Department to force the release of government documents and emails from Hillary Rodham Clinton's tenure as Secretary of State, an action taken a day after she defended her use of a private e-mail ..."
"32709"	"2015-03-11"	"Clinton Email: Bill vs. Hillary and the Different Ways the Couple Uses It"	"Hillary Clinton, currently under fire for using a private email account during her time as Secretary of State, says she sent more than 60,000 emails during her four-year term. Her husband isn't quite so e-savvy. President Bill Clinton has sent only two emails in ..."
"32717"	"2015-03-11"	"Controversy over email pushes issue of trust to forefront for Clinton"	"The controversy over Hillary Clinton's use of a private email account while secretary of state has accelerated an inevitability about her presidential candidacy – a spotlight on whether Americans trust her. Clinton has lived in the public eye for nearly a quarter ..."
"32724"	"2015-03-11"	"House Panel Prepared to Subpoena Hillary Clinton Over Her Email"	"WASHINGTON—House Oversight Committee Chairman Jason Chaffetz said on Wednesday he was prepared to subpoena former Secretary of State Hillary Clinton to answer questions about her private email accounts. Mr. Chaffetz (R., Utah) said his ..."
"32731"	"2015-03-11"	"AP sues for Hillary Clinton e-mails: Did she break the law?"	"Hillary Clinton insists that she adhered to all relevant federal laws and policies during her tenure in the Obama administration. But the revelations about her use of e-mail have raised questions about the transparency of her actions."
"32760"	"2015-03-11"	"AP sues for Hillary Clinton e-mails: Did she break the law? (+video)"	"Hillary Clinton insists that she adhered to all relevant federal laws and policies during her tenure in the Obama administration. But the revelations about her use of e-mail have raised questions about the transparency of her actions."
"32774"	"2015-03-11"	"Clinton Private Email Plan Drew Concerns Early On"	"Before Hillary Clinton became secretary of state in 2009, one of her most trusted confidantes approached Bill Clinton's aides with a plan. Mrs. Clinton wanted to run her private email account through the server her husband set up in the family's Chappaqua, ..."
"32786"	"2015-03-11"	"How Hillary Clinton answers on e-mail flap created more questions (+video)"	"Clinton's response to questions on her use of a private e-mail account for official State Department business doesn't answer concerns about hacking or whether she used this account to communicate with representatives of foreign nations."
"32931"	"2015-03-12"	"Democrats struggle to defend Hillary Clinton's emails"	"After Hillary Clinton's Tuesday speech regarding her email use, backers were left with little to say beyond urging voters to take her word for it. WASHINGTON — Democrats struggled Wednesday to defend Hillary Clinton's email practices in the wake of her first ..."
"32950"	"2015-03-12"	"Here's What Hillary Clinton Must Do to Prevent 'Emailgate' From Becoming an Electronic Watergate"	"Hillary Clinton stated during her recent press conference that, ""No one wants their personal emails made public, and I think most people understand that and respect that privacy."" This is true, however most Americans aren't being sued by the Associated Press ..."
"33021"	"2015-03-12"	"Martin O'Malley Refrains from Attacking Clinton Over E-Mails, Again"	"But he does suggest some Democrats go too easy on Wall Street—and that Clinton may not be inevitable. Ben Brody t @betbrod. Martin O'Malley still isn't attacking Hillary Clinton over her e-mail controversy. In fact, on Thursday, he praised her. “I supported ..."
"33078"	"2015-03-12"	"How Hillary Clinton and Her Team Decided to Throw Out 31830 Emails"	"The big headline from Hillary Clinton's news conference Tuesday was that, although she claims to have turned over all work-related emails, she deleted the rest of her emails and it appears there is no way to read them ever again. But one important point ..."
"33087"	"2015-03-12"	"Hillary Clinton's Email Practice Unusual for Time"	"WASHINGTON—Hillary Clinton appears to be an outlier among administration colleagues in the way she used email, according to a Wall Street Journal survey. A look back at practices during President Barack Obama's first term, when Mrs. Clinton was ..."
"33100"	"2015-03-12"	"Hillary Clinton email scandal: State Department to reopen court case"	"Late last year, or 18 months after she left office, Mrs. Clinton turned over 55,000 printed pages she said contained about 30,000 emails she believed were work-related that she sent during her time in office. (Associated Press) more &gt;. By Stephen Dinan - The ..."
"33229"	"2015-03-13"	"Obama's joke-fest with Jimmy Kimmel: UFOs, Clinton email and 'Fast Times'"	"Late-night comic Jimmy Kimmel had a request for President Obama during an appearance Thursday on Kimmel's television show: Hillary Rodham Clinton's new email address. ""I can't share it with you,"" Obama joked. ""I don't think she'd want you to have it, ..."
"33354"	"2015-03-13"	"State Department challenges Clinton claim that emails to officials 'immediately ..."	"A State Department spokeswoman said Friday that the department did not start automatically archiving emails from senior officials until February of this year -- raising questions about Hillary Clinton's claim that her emails were ""immediately"" saved whenever ..."
"33519"	"2015-03-14"	"GOP lawmaker: Clinton email server key to Benghazi inquiry"	"FILE - In this Sept. 17, 2014, file photo, Rep. Susan Brooks, R-Ind. speaks on Capitol Hill in Washington, during a House Select Committee on Benghazi hearing on the implementation of the Accountability Review Board recommendations. Brooks said ..."
"33530"	"2015-03-14"	"GOP lawmaker: Clinton email key to Benghazi inquiry"	"In this Oct. 18, 2011, file photo, then-Secretary of State Hillary Rodham Clinton checks her Blackberry from a desk inside a C-17 military plane upon her departure from Malta, in the Mediterranean Sea, bound for Tripoli, Libya. (Kevin Lamarque | The ..."
"33541"	"2015-03-14"	"Jeb Bush: I'm No Hillary Clinton When it Comes to Email"	"Former Florida governor Jeb Bush dedicated his return to New Hampshire after a 15-year-long absence to defining himself outside of his family's shadow and distancing himself from any similarities to another likely presidential candidate with legacy ties: ..."
"33547"	"2015-03-14"	"Jeb Bush, a Clinton Critic, Took Time Releasing His Own Emails"	"Jeb Bush has rebuked Hillary Rodham Clinton for her use of a private email account as secretary of state, holding up his own conduct as an example of transparency in government. But it took Mr. Bush seven years after leaving office to comply fully with a ..."
"33564"	"2015-03-14"	"Republican: Clinton email server key to Benghazi inquiry"	"WASHINGTON (AP) "" A Republican member of the House committee investigating the deadly attacks against Americans in Benghazi, Libya, in 2012 says Hillary Rodham Clinton's email server could help lawmakers answer key questions. Among them: Why ..."
"33596"	"2015-03-14"	"GOP lawmaker: Clinton emails key to Benghazi inquiry"	"Rep. Susan Brooks, R-Ind. speaks on Capitol Hill in Washington, during a House Select Committee on Benghazi hearing on the implementation of the Accountability Review Board recommendations. Brooks said Saturday that Hillary Rodham Clinton's email ..."
"33601"	"2015-03-14"	"Hillary Clinton's prickly reaction to email row could be fatal to 2016 hopes"	"For Hillary Clinton, it must all seem like a distant dream: for four years as her country's top diplomat she was officially exempted from the gravitational forces of America's divided politics. While at the State Department she was allowed to float free, briefly ..."
"33618"	"2015-03-14"	"GOP lawmaker: Clinton email server key to Benghazi inquiry"	"FILE - In this Sept. 17, 2014, file photo, Rep. Susan Brooks, R-Ind. speaks on Capitol Hill in Washington, during a House Select Committee on Benghazi hearing on the implementation of the Accountability Review Board recommendations. Brooks said ..."
"33623"	"2015-03-14"	"Hillary Clinton's email, and the pitfalls of transparency, accountability, and trust"	"At a press conference earlier this week, Hillary Clinton addressed the growing controversy over her clandestine email server. She was less than convincing. She said she used a non-governmental email address while serving as secretary of state because ..."
"33642"	"2015-03-14"	"Bill and Hillary Both Make Statements on the Email Scandal. Guess Which One is Telling the Truth?"	"On Tuesday, Hillary Clinton finally broke her silence over what has been dubbed “Email-Gate.” During a brief presser, Clinton defended her use of a private email server, claiming absolute transparency and compliance with State Department standards and ..."
"33645"	"2015-03-14"	"It was risky as hell, but the crazy thing is that Hillary Clinton's home email server ..."	"Responding to mounting questions, Hillary Clinton—the former US secretary of state and a presumptive presidential candidate—said this week that she “opted for convenience” by using a personal email account instead of her official one. But let's be real: ..."
"33728"	"2015-03-15"	"Obama jokes about Clinton's emails, Scott Walker, marijuana at Gridiron Club dinner"	"WASHINGTON • Nine years after he made his Gridiron Club dinner debut as a fresh-faced young senator, President Barack Obama took the podium again Saturday night, sounding wistful about the passage of time. ""Just a few years ago I could never imagine ..."
"33739"	"2015-03-15"	"Obama cracks jokes about weed and Clinton email at Washington dinner"	"(CNN) President Obama shared jokes about drugs and Hillary Clinton's email controversy at the annual Gridiron Club dinner in Washington on Saturday. The club's dinner brings together Washington's media elite, with noteworthy politicians typically attending ..."
"33774"	"2015-03-15"	"Clinton Email Controversy Gives 2016 Race Its First Dose Of High Anxiety"	"Every election cycle can be considered, first and foremost, a monument to hype. With every passing week, the political world is a blizzard of brash predictions, bold pronouncements, and bad advice. This year, your Speculatroners shall convene every Sunday ..."
"33793"	"2015-03-15"	"Obama Jokes About Hillary's E-Mail Problems At DC Dinner"	"President Obama took shots at his embattled former Secretary of State Hillary Clinton over her email problems at the annual Gridiron dinner in Washington D.C. The Gridiron Club and Foundation is the oldest organizations of journalists in Washington."
"33823"	"2015-03-15"	"Top US Republican lawmaker to launch new investigation of Clinton emails: ABC"	"WASHINGTON (Reuters) - Representative John Boehner, the top Republican in the U.S. House of Representatives, plans to announce a new investigation this week into Hillary Clinton's use of email when she led the State Department, ABC News reported on ..."
"33825"	"2015-03-15"	"President Obama jokes about Hillary Clinton's email problems"	"File-This Dec. 19, 2014, file photo shows President Barack Obama smiling during a news conference in the Brady Press Briefing Room of the White House in Washington. “Next week I'm signing an executive order to get off my law,” Obama ... more &gt;. By Dave ..."
"33833"	"2015-03-15"	"Hillary Clinton Emails: John Boehner Expected to Announce New House ..."	"House Speaker John Boehner is expected to announce this week a new investigation into Hillary Clinton's email practices as Secretary of State, including her admission that more than 31,000 emails were destroyed because she determined them to be ..."
"33879"	"2015-03-15"	"Boehner to announce investigation for Clinton emails: report"	"Hillary Clinton has come under fire for her use of only a personal email account during her tenure as secretary of state. House Speaker John Boehner will announce this week an investigation into Hillary Clinton's exclusive use of personal email during her ..."
"33909"	"2015-03-15"	"GOP Lawmaker: Legal Action Possible to Obtain Clinton Email Server"	"The House could take legal action to gain access to Hillary Clinton's private email server if she doesn't allow an independent investigator to examine it, a Republican lawmaker said Sunday. “The House as an institution may be forced to go to court to get ..."
"33915"	"2015-03-15"	"Clinton camp issues clarification on deleted emails, claims 'every' message was ..."	"Hillary Clinton's camp late Sunday issued a significant clarification about the steps they say were taken to review thousands of personal emails before they were deleted, claiming her team individually read “every email” before discarding those deemed ..."
"33957"	"2015-03-15"	"Report: Valerie Jarrett orchestrated Hillary Clinton email leak"	"We were unable to load Disqus. If you are a moderator please see our troubleshooting guide. publius. Obama is President Valerie Jarrett's spokesman. Alex. The evilness of the Obama administration is showing its ugly head. The fact that they are turning on ..."
"33963"	"2015-03-15"	"Clinton email probe likely"	"WASHINGTON — House Speaker John Boehner, R-Ohio, is expected to announce an investigation this week into Hillary Rodham Clinton's use of a personal email address when she led the State Department from 2009 to 2013, ABC's “This Week” reported ..."
"33974"	"2015-03-16"	"Clinton camp issues clarification on deleted emails, claims 'every' message was ..."	"Hillary Clinton's camp late Sunday issued a significant clarification about the steps they say were taken to review thousands of personal emails before they were deleted, claiming her team individually read “every email” before discarding those deemed ..."
"34043"	"2015-03-16"	"James Carville Inadvertently Admits Hillary Clinton Used Private Email to Avoid Accountabilty and Oversight"	"Long-time trusted Clinton confidant James Carville inadvertently admitted over the weekend on ABC's This Week that Hillary Clinton probably used a private email address and server in order to avoid Congressional oversight or scrutiny. ""I suspect she didn't ..."
"34124"	"2015-03-16"	"'Every Email Was Reviewed': Hillary Clinton's Camp Clarifies Prior Email Claim"	"A spokesman for former Secretary of State Hillary Clinton now says that the personal emails from Clinton's personal server were at least “reviewed” before being deleted, an important clarification from the explanation that was offered last week. Last week ..."
"34128"	"2015-03-16"	"Did James Carville reveal secret behind Hillary Clinton's e-mails?"	"It's possible that Hillary Clinton may ask this particular surrogate to stop helping, at least for the moment. It's not just that he's made one stumble. It's also that he's living history, a walking, raging embodiment of all the old Clinton uproars."
"34208"	"2015-03-16"	"Poll: Hillary Clinton Favorability Dips After E-Mail Flap"	"A majority of the survey's respondents said she hasn't done enough to explain her use of private e-mail. Julie Bykowicz t bykowicz. Negative perceptions of Hillary Clinton have risen in the wake of news reports detailing her exclusive use of a personal e-mail ..."
"34238"	"2015-03-16"	"Report: John Boehner Set To Open Investigation Into Hillary Clinton Emails"	"According to reports, House Speaker John Boehner is expected to announce a new investigation later this week into Hillary Clinton's email during her time in charge of the State Department. ABC News first reported the news during the “This Week” Sunday ..."
"34245"	"2015-03-16"	"Hillary Clinton's use of private emails causes steam in Congress"	"The investigation into former Secretary of State Hillary Clinton's use of private emails is picking up steam with more calls for her to testify before Congress. House Speaker John Boehner (R-Ohio) is expected to announce a new investigation into the matter this ..."
"34261"	"2015-03-16"	"Clinton Emails Rekindle Benghazi Panel Infighting"	"Nearly 10 months after the House of Representatives created the Select Committee on Benghazi, its chairman, Rep. Trey Gowdy, stepped in front of a lectern in the U.S. Capitol on March 3, flanked by four Republican committee members. They were there to ..."
"34431"	"2015-03-17"	"Boehner Joins Call for Review of Clinton E-Mail Server"	"The House speaker says it's the only way to ensure that Benghazi investigators have what they need. Mark Drajem · Billy House. (Corrects total of deleted e-mails in fourth paragraph.) (Bloomberg) -- Republican U.S. House Speaker John Boehner joined calls ..."
"34438"	"2015-03-17"	"PolitiFact on Hillary Clinton's email: Did she follow all the rules?"	"Throughout the controversy regarding her exclusive use of private email while secretary of state, Hillary Clinton has said she followed the rules. But the truth isn't so clear cut. Related News/Archive. Hillary Clinton reveals she deleted 30,000 emails (w/video)."
"34445"	"2015-03-17"	"Boehner to Hillary Clinton: Turn over email server to 'neutral third party'"	"House Speaker John Boehner called on former Secretary of State Hillary Clinton to turn over her email server to a ""neutral third party"" for review. ""I think this is the fairest way to make sure we have all the documents that belong to the public, and ultimately, ..."
"34454"	"2015-03-17"	"Republicans seek State Department documents on Clinton emails"	"WASHINGTON (Reuters) - U.S. Republicans on Tuesday asked the State Department to hand over numerous documents related to Hillary Clinton's use of private email while she was secretary of state. Clinton, a likely Democratic presidential contender and ..."
"34462"	"2015-03-17"	"Boehner Demands Hillary Clinton Turn over Email Server to Third Party"	"Caleb Smith / Office of the Speaker(WASHINGTON) -- House Speaker John Boehner on Tuesday demanded Hillary Clinton turn over her private email server to a third party administration but stopped short of directing House Republicans to subpoena the ..."
"34482"	"2015-03-17"	"Boehner Calls For Neutral Review Of Clinton's Emails"	"""I think this is the fairest way to make sure that we have all the facts that belong to the public,"" Boehner told reporters. (TRNS) – U.S. House Speaker John Boehner on Tuesday called on former Secretary of State Hillary Clinton to turn over her private email ..."
"34887"	"2015-03-19"	"US Records Agency to State Dept: Why Aren't Hillary's Emails Available?"	"The government's records agency wants the State Department to explain how Hillary Clinton's emails as secretary of state ended up on her private email server rather than a government system. In a letter sent March 3 — a day after The New York Times ..."
"35114"	"2015-03-19"	"What Emails? Fun Hillary Is Here!"	"The last time we saw Clinton, she was on the defensive about her use of personal email at the State Department. On Thursday, addressing a room of happy campers, she was all sunshine. America, meet fun Hillary. A newly relaxed, approachable, and ..."
"35370"	"2015-03-20"	"Clinton's E-Mail Server Sought by House Benghazi Panel Chairman"	"(Bloomberg) -- The Republican chairman of a U.S. House panel investigating the 2012 Benghazi attacks is asking former Secretary of State Hillary Clinton to decide by April 3 whether to turn over her private e-mail server to an outside arbiter. Trey Gowdy of ..."
"35390"	"2015-03-20"	"New York Times Reporter Explains How He Broke Clinton Email Story"	"An aide selects a reporter to ask Hillary Clinton, former U.S. secretary of state, left, a question during a news conference at the United Nations (UN) in New York, U.S., on Tuesday, March 10, 2015. Clinton defended the legality of her use of a private e-mail ..."
"35406"	"2015-03-20"	"Benghazi Panel Asks Hillary Clinton To Hand Over Email Server"	"WASHINGTON, March 20 (Reuters) - A Republican-led U.S. congressional panel has formally asked Hillary Clinton to hand over her private computer server, ramping up scrutiny over her use of a personal email address while secretary of state. Clinton has ..."
"35440"	"2015-03-20"	"House lawmaker requests Clinton turn over her email server"	"Rep. Trey Gowdy wants a third party to determine what records should be made public. By MATTHEW DALYThe Associated Press. Share. facebook · tweet · email · print. Read Article. WASHINGTON — The chairman of a House committee investigating the ..."
"35452"	"2015-03-20"	"Gowdy asks Clinton to turn over email server for review"	"Hillary Clinton is the keynote speaker at the American Camp Association, New York and New Jersey's Tri State CAMP Conference at the Atlantic City Convention Center, in Atlantic City, NJ, Thursday March 19, 2015. (AP Photo/The Press of Atlantic City, Ben ..."
"36404"	"2015-03-31"	"Hillary Clinton also used iPad for email"	"WASHINGTON (AP) — Hillary Rodham Clinton emailed her staff on an iPad as well as a BlackBerry while secretary of state, despite her explanation she exclusively used a personal email address on a homebrew server so that she could carry a single device, ..."
"36444"	"2015-03-31"	"Clinton used iPad at State Dept., released emails show"	"Most Read; Videos. Mike Pence reaps the whirlwind · Hillary's emails: Deleted but not gone · Israel's drive toward self-destruction · Michelle Obama, the Early Years · Here are the real Republican primaries · White House to Netanyahu: Your move · Letter from ..."
"36486"	"2015-03-31"	"AP: Clinton also used iPad for email"	"In this Dec. 8, 2011, file photo, then-U.S. Secretary of State Hillary Rodham Clinton hands off her mobile phone after arriving to meet with Dutch Foreign Minister Uri Rosenthal at the Ministry of Foreign Affairs in The Hague, Netherlands. In this Dec. 8, 2011, file ..."
"36520"	"2015-03-31"	"Head of Benghazi Panel Wants to Question Hillary Clinton Privately on Email Use"	"WASHINGTON — The chairman of the House select committee investigating the Benghazi attacks asked Hillary Rodham Clinton on Tuesday to appear for a private interview about her exclusive use of a personal email account when she was secretary of ..."
"36536"	"2015-03-31"	"Source: Clinton used iPad, multiple devices for personal email at State"	"Washington (CNN) Hillary Clinton emailed her staff with multiple devices while serving as secretary of state, according to a source with knowledge of the emails, a revelation that raises questions about a main defense Clinton has used in her email controversy ..."
"36549"	"2015-03-31"	"Hillary Clinton emailed on iPad, too, documents show"	"WASHINGTON (AP) -- Hillary Rodham Clinton emailed her staff on an iPad as well as a BlackBerry while secretary of state, despite her explanation she exclusively used a personal email address on a homebrew server so that she could carry a single device, ..."
"36561"	"2015-03-31"	"Hillary Clinton emailed on iPad, too, documents show"	"WASHINGTON (AP) -- Hillary Rodham Clinton emailed her staff on an iPad as well as a BlackBerry while secretary of state, despite her explanation she exclusively used a personal email address on a homebrew server so that she could carry a single device, ..."
"36580"	"2015-03-31"	"State Department: Found 4 emails about drones, other surveillance programs sent by Clinton"	"WASHINGTON — The State Department says it can find only four emails sent between former Secretary Hillary Rodham Clinton and her staff concerning drone strikes and certain U.S. surveillance programs, and those notes have little to do with either subject."
"37131"	"2015-04-02"	"State Department found 4 emails about drones, surveillance programs sent by Clinton"	"WASHINGTON (AP) - The State Department says it can find only four emails sent between former Secretary Hillary Rodham Clinton and her staff concerning drone strikes and certain U.S. surveillance programs, and those notes have little to do with either ..."
"38430"	"2015-04-06"	"Hillary's Right to Privacy: Another Needed Debate About Clinton's Backchannel Emails"	"With the 2016 presidential race off and running, the growing controversy over Democratic frontrunner Hillary Clinton's prohibited use of a private email account and server to conduct her official business as Secretary of State is certainly not going away soon."
"39328"	"2015-04-09"	"Hillary Clinton tumbles in new poll, as e-mail scandal lingers"	"Hillary Clinton's e-mail scandal has eaten into her poll ratings on issues like trust and honesty. For the first time, a new poll shows the GOP presidential field edging ahead of her in hypothetical matchups in key swing states."
"39369"	"2015-04-09"	"Hillary Clinton tumbles in new poll, as e-mail scandal lingers (+video)"	"Hillary Clinton's e-mail scandal has eaten into her poll ratings on issues like trust and honesty. For the first time, a new poll shows the GOP presidential field edging ahead of her in hypothetical matchups in key swing states."
"39383"	"2015-04-09"	"Hillary Clinton email scandal breeds voter distrust, sends poll numbers down"	"A Quinnipiac University Poll shows former Secretary of State Hillary Rodham Clinton losing to Republican candidate Sen. Rand Paul in both Colorado and Iowa. (Associated Press) more &gt;. By S.A. Miller - The Washington Times - Updated: 9:37 p.m. on ..."
